influencer_id,influencer_name,influencer_main_genre,influencer_active_start
50967,The Lost Trailers,Country,2000
50967,The Lost Trailers,Country,2000
50967,The Lost Trailers,Country,2000
50967,The Lost Trailers,Country,2000
50967,The Lost Trailers,Country,2000
50967,The Lost Trailers,Country,2000
50967,The Lost Trailers,Country,2000
50967,The Lost Trailers,Country,2000
51066,Craig Armstrong,Pop/Rock,1980
51066,Craig Armstrong,Pop/Rock,1980
51066,Craig Armstrong,Pop/Rock,1980
51066,Craig Armstrong,Pop/Rock,1980
51066,Craig Armstrong,Pop/Rock,1980
51066,Craig Armstrong,Pop/Rock,1980
51230,Bent,Electronic,2000
51233,Bob Brookmeyer,Jazz,1950
51233,Bob Brookmeyer,Jazz,1950
51233,Bob Brookmeyer,Jazz,1950
51233,Bob Brookmeyer,Jazz,1950
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51376,The Fall,Pop/Rock,1970
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51603,Charlotte Church,Classical,1990
51736,The Manhattans,R&B;,1960
51736,The Manhattans,R&B;,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51909,Carpenters,Pop/Rock,1960
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
51992,Big Star,Pop/Rock,1970
52062,Chayanne,Latin,1980
52062,Chayanne,Latin,1980
52062,Chayanne,Latin,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52093,The Fixx,Pop/Rock,1980
52151,Augustus Pablo,Reggae,1970
52151,Augustus Pablo,Reggae,1970
52151,Augustus Pablo,Reggae,1970
52151,Augustus Pablo,Reggae,1970
52151,Augustus Pablo,Reggae,1970
52151,Augustus Pablo,Reggae,1970
52151,Augustus Pablo,Reggae,1970
52151,Augustus Pablo,Reggae,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52382,The Marshall Tucker Band,Pop/Rock,1970
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
52900,The Lovin' Spoonful,Folk,1960
53204,Beth Carvalho,Latin,1960
53204,Beth Carvalho,Latin,1960
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53221,Big Bad Voodoo Daddy,Pop/Rock,1990
53441,Eden Ahbez,Easy Listening,1940
53606,Bloodstone,R&B;,1960
53606,Bloodstone,R&B;,1960
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53739,Bette Midler,Vocal,1970
53916,The Fantastic Four,R&B;,1960
53916,The Fantastic Four,R&B;,1960
54982,Aventura,Latin,1990
54982,Aventura,Latin,1990
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55128,Bo Diddley,Pop/Rock,1940
55304,The Flamingos,R&B;,1950
55304,The Flamingos,R&B;,1950
55778,The Casualties,Pop/Rock,1990
55778,The Casualties,Pop/Rock,1990
55778,The Casualties,Pop/Rock,1990
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
55939,Azymuth,Jazz,1970
56193,Blue States,Electronic,1990
56193,Blue States,Electronic,1990
56193,Blue States,Electronic,1990
56193,Blue States,Electronic,1990
57124,The Chambers Brothers,R&B;,1950
57124,The Chambers Brothers,R&B;,1950
57124,The Chambers Brothers,R&B;,1950
57124,The Chambers Brothers,R&B;,1950
57124,The Chambers Brothers,R&B;,1950
57124,The Chambers Brothers,R&B;,1950
57124,The Chambers Brothers,R&B;,1950
57151,B*Witched,Pop/Rock,1990
57151,B*Witched,Pop/Rock,1990
57151,B*Witched,Pop/Rock,1990
57151,B*Witched,Pop/Rock,1990
57151,B*Witched,Pop/Rock,1990
57151,B*Witched,Pop/Rock,1990
57151,B*Witched,Pop/Rock,1990
57188,Bob Andy,Reggae,1960
57205,Bob Moses,Jazz,1980
57205,Bob Moses,Jazz,1980
57205,Bob Moses,Jazz,1980
57205,Bob Moses,Jazz,1980
57205,Bob Moses,Jazz,1980
57205,Bob Moses,Jazz,1980
57205,Bob Moses,Jazz,1980
57205,Bob Moses,Jazz,1980
57209,The Free Design,Pop/Rock,1960
57209,The Free Design,Pop/Rock,1960
57209,The Free Design,Pop/Rock,1960
57209,The Free Design,Pop/Rock,1960
57209,The Free Design,Pop/Rock,1960
57209,The Free Design,Pop/Rock,1960
57280,Bilal,R&B;,1990
57280,Bilal,R&B;,1990
57280,Bilal,R&B;,1990
57280,Bilal,R&B;,1990
57280,Bilal,R&B;,1990
57280,Bilal,R&B;,1990
57280,Bilal,R&B;,1990
57488,The Four Aces,Vocal,1950
57497,B-Movie,Pop/Rock,1970
57577,Bleu Edmondson,Country,2000
57636,The Flying Lizards,Electronic,1970
57636,The Flying Lizards,Electronic,1970
57636,The Flying Lizards,Electronic,1970
57636,The Flying Lizards,Electronic,1970
57840,B.J. Thomas,Country,1960
57840,B.J. Thomas,Country,1960
57840,B.J. Thomas,Country,1960
57840,B.J. Thomas,Country,1960
57840,B.J. Thomas,Country,1960
57840,B.J. Thomas,Country,1960
57923,Bill Anderson,Country,1950
57923,Bill Anderson,Country,1950
57923,Bill Anderson,Country,1950
58360,Betty Buckley,Vocal,1970
58360,Betty Buckley,Vocal,1970
58361,Betty Everett,R&B;,1950
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58372,Faces,Pop/Rock,1960
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58386,Bob Mould,Pop/Rock,1970
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58438,Betty Davis,R&B;,1960
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58549,Elvis Costello,Pop/Rock,1970
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58934,The Faint,Pop/Rock,1990
58947,The Chords,Pop/Rock,1970
58947,The Chords,Pop/Rock,1970
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59156,B.B. King,Blues,1940
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59293,The Mamas & the Papas,Pop/Rock,1960
59503,Bernie Worrell,R&B;,1970
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59537,Blue Cheer,Pop/Rock,1960
59655,The Mar-Keys,R&B;,1960
59655,The Mar-Keys,R&B;,1960
59655,The Mar-Keys,R&B;,1960
59655,The Mar-Keys,R&B;,1960
59655,The Mar-Keys,R&B;,1960
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59758,Bleeding Through,Pop/Rock,2000
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59819,Betty Wright,R&B;,1950
59949,B.T. Express,R&B;,1970
59989,The Explosion,Pop/Rock,1990
59989,The Explosion,Pop/Rock,1990
59989,The Explosion,Pop/Rock,1990
59989,The Explosion,Pop/Rock,1990
60012,Autograph,Pop/Rock,1980
60012,Autograph,Pop/Rock,1980
60012,Autograph,Pop/Rock,1980
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61041,The Coral,Pop/Rock,1990
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61044,Bobby Brown,R&B;,1980
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61172,The Cars,Pop/Rock,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61226,Babyface,R&B;,1970
61273,Baaba Maal,International,1980
61273,Baaba Maal,International,1980
61273,Baaba Maal,International,1980
61273,Baaba Maal,International,1980
61273,Baaba Maal,International,1980
61273,Baaba Maal,International,1980
61479,The Five Satins,R&B;,1950
61479,The Five Satins,R&B;,1950
61479,The Five Satins,R&B;,1950
61479,The Five Satins,R&B;,1950
61479,The Five Satins,R&B;,1950
61479,The Five Satins,R&B;,1950
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61480,The Guess Who,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61534,The Bobby Fuller Four,Pop/Rock,1960
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61637,Beulah,Pop/Rock,1990
61792,Babylon A.D.,Pop/Rock,1980
61792,Babylon A.D.,Pop/Rock,1980
61792,Babylon A.D.,Pop/Rock,1980
61792,Babylon A.D.,Pop/Rock,1980
61792,Babylon A.D.,Pop/Rock,1980
61912,Bill Evans,Country,1990
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
61938,Blue 脙鈥搚ster Cult,Pop/Rock,1960
62002,Bachman-Turner Overdrive,Pop/Rock,1970
62002,Bachman-Turner Overdrive,Pop/Rock,1970
62002,Bachman-Turner Overdrive,Pop/Rock,1970
62002,Bachman-Turner Overdrive,Pop/Rock,1970
62002,Bachman-Turner Overdrive,Pop/Rock,1970
62002,Bachman-Turner Overdrive,Pop/Rock,1970
62270,Bobby Rydell,Pop/Rock,1950
62412,Avant,R&B;,1990
62412,Avant,R&B;,1990
62412,Avant,R&B;,1990
62455,Avalon,Religious,1970
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62609,The Clientele,Pop/Rock,1990
62729,Bobby Sherman,Pop/Rock,1960
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62823,Bad Religion,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
62860,Blue Rodeo,Pop/Rock,1980
63340,The Receiving End of Sirens,Pop/Rock,2000
64145,The Five Keys,R&B;,1950
64145,The Five Keys,R&B;,1950
64145,The Five Keys,R&B;,1950
64145,The Five Keys,R&B;,1950
64149,The Hooters,Pop/Rock,1980
64149,The Hooters,Pop/Rock,1980
64149,The Hooters,Pop/Rock,1980
64149,The Hooters,Pop/Rock,1980
64149,The Hooters,Pop/Rock,1980
64149,The Hooters,Pop/Rock,1980
64149,The Hooters,Pop/Rock,1980
64149,The Hooters,Pop/Rock,1980
64199,Jimmy Martin,Country,1940
64199,Jimmy Martin,Country,1940
64199,Jimmy Martin,Country,1940
64199,Jimmy Martin,Country,1940
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64303,Badfinger,Pop/Rock,1960
64509,Bobby Womack,R&B;,1960
64509,Bobby Womack,R&B;,1960
64509,Bobby Womack,R&B;,1960
64509,Bobby Womack,R&B;,1960
64509,Bobby Womack,R&B;,1960
64509,Bobby Womack,R&B;,1960
64509,Bobby Womack,R&B;,1960
64509,Bobby Womack,R&B;,1960
64817,Big Walter Horton,Blues,1930
64830,Bill Henderson,Vocal,1950
64830,Bill Henderson,Vocal,1950
64830,Bill Henderson,Vocal,1950
64954,Michael Ball,Vocal,1980
65040,Biffy Clyro,Pop/Rock,1990
65040,Biffy Clyro,Pop/Rock,1990
65040,Biffy Clyro,Pop/Rock,1990
65040,Biffy Clyro,Pop/Rock,1990
65040,Biffy Clyro,Pop/Rock,1990
65040,Biffy Clyro,Pop/Rock,1990
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65397,Bobbie Gentry,Country,1960
65590,The Flaming Lips,Pop/Rock,1980
65590,The Flaming Lips,Pop/Rock,1980
65590,The Flaming Lips,Pop/Rock,1980
65590,The Flaming Lips,Pop/Rock,1980
