V1,artist_name,artist_id,Zdanceability,Zenergy,Zvalence,Ztempo,Zloudness,Zmode,Zkey,Zacousticness,Zinstrumentalness,Zliveness,Zspeechiness,Zduration_ms,Zpopularity,count,genre
2685,David Gates,179126,-0.340381962,-1.251807711,-0.440947996,-0.085706906,-1.408057,0.466387085,0.706766346,0.394295345,-0.136219576,-0.168390608,-0.505558581,0.232647998,0.080941691,12,Unknown
2686,David Lanz,185440,-0.646179283,-1.83831617,-2.168363193,0.396885185,-1.701104795,0.466387085,-0.145897704,1.863304415,3.166618814,-0.245008171,-0.355156665,1.004677421,-0.397784742,12,New Age
2687,Frank Butler,189848,0.001173923,-1.514860957,-0.187124399,-0.992598198,-1.919465079,0.466387085,-1.282783104,0.972516306,1.131887161,-0.346304054,-0.237046922,2.521900737,-2.08592532,12,Jazz
2688,Celtic Frost,191063,-2.47603101,1.454323645,-1.466228875,1.633259533,0.516472289,0.466387085,1.559430396,-1.165074455,2.619222032,0.033483758,-0.115840659,0.061153188,-0.334794421,12,Pop/Rock
2689,Charles Tr脙漏net,197532,-0.490814514,-1.727772089,-0.164654769,-0.987912165,-1.476364372,0.466387085,-1.567004454,2.087697106,-0.388896721,0.41987158,-0.240143427,-0.68338137,0.597462316,12,Unknown
2690,Max Richter,203592,-1.512399523,-2.232217192,-2.258741037,-0.355293041,-4.601795468,0.466387085,-1.567004454,1.824869396,3.325770684,-0.622930759,-0.280619238,-1.307729727,1.422635509,12,Classical
2691,Jars of Clay,215058,0.17873366,0.429110256,0.288066655,-1.018601782,0.076402147,0.466387085,0.422544996,-0.757223503,-0.56661269,-0.459652137,-0.483440647,0.213447607,-0.158421525,12,Pop/Rock
2692,Deana Carter,227088,0.536319238,-0.288307692,-0.790475569,-0.576514773,0.903746773,0.466387085,-0.145897704,0.078902093,-0.566669256,-0.371125846,-0.567931143,-0.091085456,0.584864251,12,Country
2693,Lonnie Liston Smith,228058,-0.008690504,-0.427857054,0.149920047,-1.144307506,-1.07995831,-2.143775435,-0.998561754,0.75716715,1.654286397,-0.319760519,-0.219794937,0.097460432,-0.54896151,12,Jazz
2694,Sandi Patty,239655,-1.900194923,-0.561775074,-1.693005694,-0.227857222,0.431197733,0.466387085,0.706766346,0.782036871,-0.566604982,0.805972447,-0.40414787,0.41099312,-0.391485709,12,Religious
2695,"Johnny ""Guitar"" Watson",242511,1.496868096,-0.246651166,0.242295191,-1.091483108,0.032299431,0.466387085,-0.714340404,-0.242312931,-0.559451999,-0.166812346,0.537744158,0.378617981,-0.586755702,12,Blues
2696,The Derek Trucks Band,244608,-0.115966178,-0.063053888,-1.103385964,-0.300899385,0.254049164,0.466387085,0.990987696,0.229476936,-0.155898798,-0.63053513,-0.10898411,1.160419902,0.509275867,12,Pop/Rock
2697,Deuter,245489,-2.733739244,-2.339991882,-2.519139079,-1.832711313,-3.121164405,-2.143775435,0.422544996,2.105784173,3.19159781,-0.973735895,-0.395853647,2.943275521,1.063590685,12,Unknown
2698,Devendra Banhart,246032,0.796493577,-0.744986645,0.754935627,-0.539791557,-0.21489111,0.466387085,-0.998561754,0.62366198,0.939513806,-0.550617553,-0.456456778,-0.015363529,0.912413916,12,Pop/Rock
2699,Sara Evans,248920,0.126945403,0.288712332,-0.624033864,0.692679213,0.843414577,0.466387085,0.706766346,-0.672197324,-0.554701448,-0.460943445,-0.472381687,0.261889802,0.962806172,12,Country
2700,Wayne Wonder,254083,1.061600125,0.570279594,0.45284394,-0.800748956,1.057348638,0.466387085,-1.282783104,-0.997589336,-0.566513345,-0.255912546,0.449051252,-0.228077728,0.6730507,12,Reggae
2701,Savatage,255347,-1.680711357,0.91433164,-1.429611702,-0.25513447,0.340659562,0.466387085,-1.567004454,-0.540839993,-0.28600825,0.041662038,0.155546336,0.921860172,-0.687540214,12,Pop/Rock
2702,Marilyn Monroe,266916,-0.202896466,-1.04121083,-0.478813482,-0.480351068,-0.290216634,0.466387085,0.422544996,1.534628472,-0.562510211,0.088364317,1.82058406,0.377343134,-2.287494344,12,Vocal
2703,Jonny Lang,268700,0.885273445,0.451481351,0.922209537,-0.467718766,0.770960114,0.466387085,-1.567004454,-0.669670787,-0.54410372,-0.811031181,-0.328172782,0.15852162,-0.057637014,12,Pop/Rock
2704,S Club 7,272563,0.840883511,0.740762782,0.899739908,0.304207749,0.951557946,0.466387085,0.422544996,-0.324880399,-0.566668036,0.463202109,-0.446061355,-0.268657701,1.265159708,12,Pop/Rock
2705,Richard & Linda Thompson,288904,0.059127446,-1.017296896,-0.341082976,-0.594111312,-0.6857853,0.466387085,-1.567004454,0.380164825,-0.539393725,-0.706722257,-0.514405758,-0.342146657,-0.826118918,12,Pop/Rock
2706,Roy Hamilton,290040,-1.091311681,-1.331032253,0.061705943,-1.34537233,-1.46691379,0.466387085,1.275209046,1.594824495,-0.565501768,0.495915226,-0.152998781,-0.942521913,-1.204060839,12,R&B;
2707,R脙露yksopp,293969,1.060367076,0.696792004,0.10656198,-0.275469601,0.331767242,0.466387085,1.275209046,-0.98127819,1.242094478,-0.096364365,-0.300967729,0.468263629,0.055745563,12,Electronic
2708,Linda Perhacs,296815,-0.607954615,-1.784779818,-1.145662158,-0.622244916,-1.900244907,0.466387085,0.422544996,2.042479433,1.658294455,-0.749048434,-0.476805269,-0.588777762,-0.687540214,12,Folk
2709,Saves the Day,305363,-1.117205809,1.519894099,-0.135527473,1.57434068,1.109147398,0.466387085,1.559430396,-1.124964122,-0.566656453,-0.08244694,0.654526826,-0.692813246,0.093539755,12,Pop/Rock
2710,Matt Redman,321944,-0.716463346,0.088143875,-1.593307114,0.848439898,0.544744283,0.466387085,1.559430396,-0.36359803,-0.522596066,1.340717129,-0.431463522,0.851106163,0.912413916,12,Religious
2711,Petula Clark,325401,-0.598090188,-0.184937796,-0.019850489,-0.288571375,0.17988004,0.466387085,-0.430119054,1.241561447,-0.56667007,0.52317616,-0.37594751,-0.743938596,0.547070059,12,Pop/Rock
2712,Ralph Tresvant,330453,1.378494938,0.231627464,0.226483227,-0.463119674,-0.107385753,0.466387085,1.559430396,-0.43386629,-0.167322426,-0.478017393,0.358810099,0.977100886,0.433687483,12,R&B;
2713,Randy Crawford,333573,0.118314025,-0.719529879,-0.177970107,-0.333623391,-0.363947126,-2.143775435,-0.998561754,0.89055928,-0.539498149,-0.293216975,-0.378822845,0.021368002,0.547070059,12,Unknown
2714,Ralph Burns,337015,-0.447657636,0.022573416,0.823592829,0.28326404,-0.487622146,0.466387085,1.275209046,1.554128592,1.467140929,1.437134737,0.736252571,1.40166478,-2.627642073,12,Unknown
2715,Pinback,343455,1.882813907,0.011773577,1.147738044,-0.068979758,0.055267935,0.466387085,0.422544996,0.51157868,1.730346004,-0.18130368,-0.365109733,-0.081653581,0.433687483,12,Pop/Rock
2716,Hayley Williams,364537,0.866777639,0.528623068,-0.797965446,-0.896625762,1.067317607,0.466387085,0.422544996,-0.381611617,-0.564834371,-0.587635028,0.153998076,-0.109258002,1.706091949,12,Unknown
2717,Professor Longhair,369270,0.319301784,0.165285591,1.661210691,0.827044102,0.200416115,0.466387085,-1.567004454,0.515252614,-0.365458644,0.135783985,-0.430357617,-0.5633605,-0.54896151,12,Blues
2718,Metric,380651,-0.083906784,1.245269596,-0.329432053,1.016711166,0.971456007,-2.143775435,0.990987696,-1.1519056,-0.521354609,-0.294938718,-0.247442344,0.001143749,0.937610044,12,Pop/Rock
2719,Matthew Sweet,387530,-0.781815191,0.511651889,1.03289327,0.973597902,0.460965073,0.466387085,0.138323646,-1.143847472,-0.565962271,-0.594665481,-0.476362914,0.039867227,0.043147499,12,Pop/Rock
2720,Restless Heart,393789,0.992549119,-0.616931397,-0.240385745,-0.155067186,-0.499525094,0.466387085,0.990987696,-0.157190667,-0.566654697,-0.707009212,-0.55753572,-0.116182016,0.307706843,12,Country
2721,Ray J,405142,0.332248849,0.527851649,0.659647755,-0.025853453,0.872404337,0.466387085,-0.145897704,-0.613917399,-0.56667007,0.979438054,2.538532052,-0.016077642,1.120281973,12,R&B;
2722,The Microphones,405732,-0.848400092,-0.788957422,-1.754256237,-0.135184136,-0.908292675,0.466387085,-1.567004454,1.192952449,0.803891579,-0.092346962,-0.115398305,0.13395492,0.383295228,12,Pop/Rock
2723,Melissa Manchester,407986,-0.767018546,-0.623874151,-0.952756228,-0.13673166,-0.241767448,0.466387085,1.275209046,0.831776306,-0.260392933,0.166631878,-0.340337648,-0.059291968,0.118735883,12,Pop/Rock
2724,Melanie,409670,-0.129529774,-0.860699217,0.278080153,-1.17002419,0.212019994,0.466387085,0.422544996,1.242691888,-0.566348483,-0.394512858,-0.327288074,-0.012652486,0.143932011,12,Pop/Rock
2725,The Expendables,413853,0.459869909,0.063458528,0.025088771,0.874452178,0.637894324,-2.143775435,0.422544996,-0.975460938,-0.293982371,-0.70614834,-0.314680854,0.009390415,0.73604102,12,Pop/Rock
2726,Meshuggah,453041,-1.282435006,1.808404116,-1.63699806,-0.091975241,1.069351276,-2.143775435,-1.282783104,-1.164404397,1.387393712,-0.16265147,0.445291208,1.145996204,0.572266188,12,Pop/Rock
2727,Noro Morales,459027,0.614001623,-0.920098336,1.303361036,0.605235534,-1.11341417,0.466387085,0.422544996,1.525867549,3.322202258,-0.764113685,0.040533098,-1.062749946,-2.992985929,12,Unknown
2728,Belanova,460553,1.292181175,0.236255967,0.122457166,0.494144327,0.860999837,0.466387085,1.559430396,-1.077963745,-0.506626996,0.044101171,-0.486315983,-0.536909416,1.05099262,12,Latin
2729,Olga Ta脙卤脙鲁n,466442,1.163943589,0.664392484,0.980048032,0.426288102,0.627945293,0.466387085,0.706766346,-0.115533889,-0.566582715,-0.620635107,-0.307603108,1.349943838,0.458883612,12,Latin
2730,Of Montreal,467444,1.189837718,-0.038368536,0.492789948,0.190638773,0.622781368,0.466387085,-0.145897704,0.108689236,-0.323117042,0.55761102,-0.347415381,0.397527548,0.509275867,12,Pop/Rock
2731,Mighty Sparrow,477523,0.687984846,-0.906212827,1.270072695,-0.660533041,-0.51910415,0.466387085,-0.145897704,2.141393088,-0.290616515,1.504569668,0.66425871,0.387035956,-1.519012439,12,International
2732,Moe Bandy,477954,0.578243067,-0.276736435,1.207657057,0.22138925,-0.408588165,0.466387085,-0.145897704,0.510448236,-0.566654055,-0.279443031,-0.375062802,-0.921363436,-0.523765382,12,Country
2733,Mike Laure,485991,0.958023612,-0.046082709,2.006577223,0.565886744,0.213934036,0.466387085,0.990987696,1.081038715,-0.512354926,0.123301349,0.374071471,-0.950169003,0.194324267,12,Latin
2734,Otis Spann,486775,-0.358877767,-0.615388564,0.590158343,0.294861764,-0.501080253,0.466387085,0.990987696,1.62817253,1.104599113,-0.297234378,-0.410893847,-0.122795284,-1.304845351,12,Blues
2735,The Ronettes,491220,-0.619052099,0.7415342,0.786559554,-0.201040756,0.403503939,0.466387085,-0.430119054,-0.410013967,-0.566662191,-0.105260034,-0.384794686,-1.038292802,0.647854572,12,Pop/Rock
2736,12 Stones,501537,-1.180091549,1.404181527,-0.471739708,0.956427368,1.452159663,0.466387085,-0.145897704,-0.892939254,-0.56665838,0.460619495,-0.005251016,-0.502618023,0.811629404,12,Pop/Rock
2737,Flight of the Conchords,513813,2.108462739,0.101257965,0.885592365,0.11033282,0.30724358,0.466387085,0.990987696,0.075284682,-0.561229067,-0.29737786,1.52265555,-0.54426369,0.572266188,12,Comedy/Spoken
2738,MxPx,521851,-1.119671914,1.424238376,0.489461117,0.983674184,1.379585573,0.466387085,0.990987696,-1.114650535,-0.421069748,-0.387769367,0.374071471,-0.748960297,0.244716523,12,Pop/Rock
2739,Hellyeah,540867,-0.573429116,1.393381689,-0.995198862,-0.263567597,1.473493256,0.466387085,0.706766346,-1.133782697,-0.558575665,0.203505879,-0.344318875,0.096490354,0.975404236,12,Pop/Rock
2740,Gerry & the Pacemakers,541125,-0.490814514,-0.690987443,0.21316789,0.10206488,-0.321359692,0.466387085,-1.567004454,-0.062403125,-0.566660735,-0.361369305,-0.507549195,-1.111492924,0.547070059,12,Pop/Rock
2741,Cannibal Corpse,545534,-1.99760617,1.813804033,-1.208743561,0.206757344,0.605275859,-2.143775435,0.706766346,-1.164307066,2.331606772,-0.827100786,0.471390369,-0.380314381,0.395893291,12,Pop/Rock
2742,Cold War Kids,546976,-0.483416191,0.969102256,-0.480894005,-0.963273526,1.425203572,0.466387085,0.990987696,-1.053585766,-0.114607332,0.871829116,-0.307160754,-0.285364174,1.227365516,12,Pop/Rock
2743,Hot Chip,557191,1.417952655,0.605764779,0.362965421,0.231891532,0.772315894,-2.143775435,0.706766346,-0.983786642,-0.227327954,0.000196724,-0.410009126,1.149203241,1.126581004,12,Pop/Rock
2744,Saving Abel,567769,-0.286127593,0.891960544,0.052551651,0.977666668,1.119794256,0.466387085,-0.145897704,-0.950028257,-0.566668965,0.751594061,-0.241912857,-0.152517147,1.000600364,12,Pop/Rock
2745,The Three Degrees,572106,0.479598771,0.5301659,1.244274229,-0.0615986,0.3172923,0.466387085,0.990987696,0.509035186,-0.473326288,1.053616484,-0.488085413,-0.478071243,0.093539755,12,R&B;
2746,Paolo Nutini,573391,1.125718921,0.315711935,0.435367561,-0.177949641,0.594748629,0.466387085,0.422544996,0.125600642,-0.566662277,-0.548465374,-0.104339345,-0.334449768,1.340748092,12,Pop/Rock
2747,Modern English,574033,-0.41683129,0.475395284,0.018431099,1.583356303,-0.583543561,0.466387085,-1.567004454,-1.145053767,0.061290888,-0.446021666,-0.368648593,0.068987521,0.169128139,12,Pop/Rock
2748,Darlene Love,575012,-1.070349763,0.773933721,-0.134695263,0.361005283,0.794447004,0.466387085,-1.282783104,0.884341848,-0.486087982,2.110479721,-0.197455819,-1.031263217,-0.42298087,12,Unknown
2749,The Winans,576839,0.496861521,-0.208851729,-0.562450437,-0.68289386,0.036326895,0.466387085,1.275209046,0.41012153,-0.566649687,0.359610575,-0.220458474,0.584772694,-0.246607974,12,Religious
2750,Ziggy Marley & the Melody Makers,600720,1.27738453,0.193828022,1.213482518,-0.434829579,-0.567832466,0.466387085,1.275209046,-0.157382843,-0.564115554,-0.61030465,0.072382917,0.128907323,-0.057637014,12,Reggae
2751,Tiny Tim,603980,-0.231873231,-1.524889381,0.384602845,-0.363513167,-2.304666018,0.466387085,-0.430119054,1.897217668,-0.379472501,0.179114515,-0.25982838,-0.966373503,-0.586755702,12,Comedy/Spoken
2752,Aimee Mann,610346,0.2416194,-0.195737634,-0.366049231,0.250522653,-0.062126638,0.466387085,1.275209046,0.099137002,-0.280453634,0.338662705,-0.446282526,-0.085480113,0.345501036,12,Pop/Rock
2753,Budgie,623985,-0.914984993,0.25708423,-0.286157214,0.376906503,-1.159351176,0.466387085,-0.430119054,-1.143016709,0.166878019,-0.650622128,0.261933568,0.90616561,-0.826118918,12,Pop/Rock
2754,The Bravery,624190,-0.842234826,1.484408914,0.065034779,1.521559753,1.413679445,-2.143775435,-0.998561754,-1.151563134,0.254823822,0.371088859,-0.276195657,-0.349052741,0.92501198,12,Pop/Rock
2755,Britny Fox,625203,-0.170220547,1.23601259,0.466159277,0.732871312,0.541275082,0.466387085,-1.282783104,-1.152394629,-0.563032308,-0.528378376,-0.303843064,0.223829643,-0.586755702,12,Pop/Rock
2756,Broken Social Scene,625278,-0.252835142,0.066544193,-0.33775414,-0.36683425,0.29197112,0.466387085,-1.567004454,-0.965908704,0.981513628,-0.382460657,-0.256731874,0.842821649,0.698246828,12,Pop/Rock
2757,David Benoit,635760,0.195379885,-0.85221363,-0.777992442,-0.430221791,-1.390112857,0.466387085,0.138323646,0.379599603,0.830620126,-0.956374992,-0.481892401,0.410316852,-0.668643118,12,Jazz
2758,David Bromberg,638603,-0.139394202,-0.634673994,-0.176305691,0.062698704,-1.146949778,0.466387085,1.559430396,0.604557512,-0.36378498,1.042425155,-0.181752093,1.922830206,-0.763128598,12,Folk
2759,Buddy Collette,641450,-0.996983071,-1.999812347,-1.134593783,-1.003013544,-2.207508451,-2.143775435,-1.282783104,1.68582506,2.118594523,0.279549526,-0.039202033,0.494010559,-2.583548849,12,Jazz
2760,Burzum,645956,-2.082686877,0.845675515,-1.518574788,-0.48666287,0.146304554,0.466387085,-0.430119054,-1.16065388,2.722777798,1.121768805,-0.163615387,1.316427314,0.244716523,12,Pop/Rock
2761,Marianne Faithfull,651107,0.687984846,-0.984897376,0.355475544,-0.313566464,-0.772196319,0.466387085,-0.430119054,0.184485356,-0.399220536,0.153001415,-0.431905876,0.045695668,-0.032440885,12,Pop/Rock
2762,Franco Battiato,659277,0.755802804,0.098172299,0.350482293,0.025332138,0.505426672,0.466387085,-1.567004454,0.068558551,-0.421728388,-0.188908051,-0.453802626,0.23652433,1.000600364,12,Unknown
2763,Harold Land,665944,-0.278112746,-1.250264878,-0.203768572,-0.99846661,-1.616069493,0.466387085,0.422544996,0.961211889,0.284986118,0.768524537,-0.232844511,2.338057838,-1.99143984,12,Jazz
2764,The Maine,667657,-0.383538839,1.441980969,0.109141828,0.66648436,1.492274792,0.466387085,0.990987696,-0.988856673,-0.566641508,0.361045364,-0.131986752,-0.602366834,0.761237148,12,Pop/Rock
2765,Marc Cohn,675710,-0.286127593,-1.165408989,-0.782153482,0.545455981,-1.081353968,0.466387085,-1.567004454,0.997386027,-0.563015209,-0.283029999,-0.436329458,0.265421527,0.320304907,12,Pop/Rock
2766,Glenn Jones,675976,0.967888047,-0.73495822,0.831498813,0.246897279,-0.550964971,0.466387085,-0.145897704,-0.594615109,-0.56667007,-1.059105654,-0.233508048,0.736636852,-0.397784742,12,Pop/Rock
2767,Darryl Worley,676818,-5.91E-05,0.236255967,-0.753026186,0.291514594,0.701576094,0.466387085,0.422544996,-0.839412271,-0.566584,-0.76153107,-0.510203347,0.138853122,0.42108942,12,Country
2768,Ziggy Marley,697350,1.681826154,-0.332278469,0.81651906,-1.180369983,0.450078959,0.466387085,0.990987696,-0.161090691,-0.566641937,-0.531965343,-0.341885907,0.020676795,1.126581004,12,Reggae
2769,Brandon Heath,701790,0.267513528,0.144457328,-0.090588214,-1.031920901,0.97277191,0.466387085,0.706766346,0.066184623,-0.566584,-0.405417233,-0.466188662,-0.429421886,0.635256508,12,Religious
2770,Kellie Pickler,732652,0.240386344,0.778562223,-0.768838145,0.420350136,1.188380759,0.466387085,0.990987696,-0.375761581,-0.56667007,-0.925957527,-0.356704911,0.013507773,0.534471996,12,Country
2771,Seven Mary Three,745568,-0.123364501,0.179942514,-1.144164183,-0.411616751,0.300345054,0.466387085,1.559430396,-0.921854822,-0.566647118,0.165914488,-0.491181932,0.046040275,0.383295228,12,Pop/Rock
2772,Steeleye Span,746068,-0.159123064,-0.569874954,0.054216067,-0.335023114,-0.078435869,0.466387085,-1.282783104,0.920515986,-0.539248844,0.70969832,-0.467515738,0.055631507,-0.498569254,12,Folk
2773,Split Enz,747757,-0.012389665,-0.62464557,0.155579063,-0.23588608,-0.9208137,0.466387085,-0.998561754,-0.235473761,-0.5644585,-0.024912031,-0.469063998,-0.14884997,-0.460775062,12,Pop/Rock
2774,Something Corporate,753056,-0.384771896,1.047015391,-0.821267281,0.32475154,0.924242972,0.466387085,1.559430396,-1.061508468,-0.566208407,-0.127786175,-0.081336689,0.505865641,0.345501036,12,Pop/Rock
2775,The Album Leaf,753422,-1.172693227,-1.220179609,-2.2494203,-0.35051572,-1.10085327,0.466387085,-1.282783104,0.968842371,3.309355919,-0.482465232,-0.325739814,0.338539978,0.395893291,12,Pop/Rock
2776,Soul Asylum,755519,-0.312021721,0.615021785,-0.872864211,0.148690496,0.67310472,0.466387085,-1.567004454,-1.147665877,-0.566562161,-9.02E-05,-0.343434154,0.027345838,0.723442956,12,Pop/Rock
2777,The Blasters,757177,0.020902785,0.409824825,1.536379415,2.029451218,-0.32474914,0.466387085,0.422544996,-0.874608574,-0.564914267,0.005505435,0.496825979,-1.0980652,-0.599353766,12,Pop/Rock
2778,Aztec Camera,759031,0.329166212,0.415996161,0.770747591,0.461020403,-0.173180945,0.466387085,0.990987696,-0.442598953,-0.534805068,-0.387051969,-0.447830785,-0.100326106,-0.473373126,12,Pop/Rock
2779,Blind Faith,760154,-0.942112177,-0.25359392,0.457004985,0.287976161,-0.865745118,0.466387085,0.990987696,-0.095468546,0.28611988,0.131479628,-0.371302745,2.078626471,-0.032440885,12,Pop/Rock
2780,Dr. Dog,760214,-0.030885471,0.160657088,-0.055635456,0.682255177,0.501120077,0.466387085,1.275209046,-0.038098629,-0.526102551,1.436273865,-0.342770616,-0.109580698,1.3029539,12,Pop/Rock
2781,Billy Taylor,768149,0.938294758,-1.829599153,-0.236224704,-1.449360584,-1.331734578,0.466387085,0.706766346,2.10974072,3.177324097,-0.442434707,-0.338789388,-0.99625273,-2.703230457,12,Jazz
2782,Illinois Jacquet,770629,0.228055811,-1.920317809,-0.391015486,0.0005544,-1.374082756,0.466387085,-0.145897704,1.260213736,0.036822393,-0.633117744,-0.204312382,0.875756525,-1.531610504,12,Jazz
2783,The Left Banke,771010,-0.312021721,-0.028340116,0.67005036,0.052465931,-0.011524155,0.466387085,0.990987696,1.071995183,-0.559387151,-0.056477313,-0.48277711,-1.039356503,-0.536363446,12,Pop/Rock
2784,Black Rebel Motorcycle Club,771388,-0.870595059,1.140356863,-0.774663606,-0.608404155,1.281490924,0.466387085,0.706766346,-0.444768268,0.092600123,0.418436791,-0.344097692,-0.363131833,0.660452635,12,Pop/Rock
2785,King's X,771419,-0.149258629,0.712991764,0.044229565,-0.148094642,0.577203244,0.466387085,1.559430396,-1.140631251,-0.554044744,0.722467912,-0.409787942,0.151294832,-0.410382806,12,Pop/Rock
2786,Nicole Scherzinger,774227,1.05913402,0.768148092,0.476145779,-0.554997263,1.147607678,-2.143775435,0.138323646,-0.747970838,-0.566541607,0.836246431,0.26281829,-0.080843854,1.107683908,12,Pop/Rock
2787,The Chocolate Watchband,774791,-0.675772573,0.398253568,-0.058964292,-0.758687656,0.054909052,0.466387085,1.559430396,-0.714029322,-0.105439392,-0.334538807,-0.451590829,-0.682795737,-1.443424055,12,Pop/Rock
2788,Lagwagon,780581,-1.013629296,1.621721163,0.093329865,-0.740047844,1.320728784,0.466387085,-0.998561754,-1.163524338,-0.56550617,0.401219361,0.006471482,-1.080470319,0.584864251,12,Pop/Rock
2789,Cracker,780625,-0.551234149,0.604993365,0.392924927,0.902098917,0.376547848,0.466387085,0.422544996,-1.130537199,-0.555730834,-0.324064876,-0.489633672,0.574860759,0.509275867,12,Pop/Rock
2790,Crumb,782297,-0.484649248,-0.420991443,-1.052371586,-1.510174716,-0.100885987,0.466387085,-0.998561754,0.13915464,1.533991852,0.028462002,-0.43566592,-0.257954962,1.517120989,12,Pop/Rock
2791,The Roches,791120,-0.41683129,-2.092035267,-0.574933564,1.473004082,-1.437844278,0.466387085,1.559430396,1.194082893,-0.565385436,-0.840300812,-0.463534511,0.056241043,-0.700138278,12,Folk
2792,Coal Chamber,791734,-0.205979103,1.229069836,-0.911145799,1.100477312,1.028797513,0.466387085,0.138323646,-1.135469315,0.266327239,0.507680473,0.161960531,-0.209618342,0.471481675,12,Pop/Rock
2793,Shanice,792839,0.69908233,-0.073082308,-0.356062729,-0.880915805,0.052676003,0.466387085,-1.567004454,-0.20492357,-0.5666174,-0.643735156,-0.13441972,0.030371608,0.408491355,12,R&B;
2794,France Gall,799466,0.745938376,0.123629065,0.065034779,-0.487810471,0.407172519,-2.143775435,0.422544996,0.29504256,-0.564719281,-0.682617855,-0.469506352,-0.101146789,1.000600364,12,Pop/Rock
2795,Loleatta Holloway,829125,1.131884188,0.742305614,1.12776504,-0.284067915,0.254567551,0.466387085,0.990987696,-1.094191236,-0.151585584,-0.502695712,-0.193916959,2.16847729,-0.196215717,12,R&B;
2796,Peter Murphy,840215,0.393285008,-0.368535078,0.57684301,0.581283719,-1.028199427,-2.143775435,1.559430396,-0.314237291,-0.562182189,-0.258782115,-0.497374943,0.691351896,0.219520395,12,Pop/Rock
2797,Vengaboys,840708,1.523995273,1.161956544,2.002416182,0.463724218,0.444017826,0.466387085,0.138323646,-1.111653733,1.464286186,-1.147631937,-0.319325619,-0.383887936,1.718690013,12,Unknown
2798,Jim Ford,849246,0.479598771,0.981444932,1.096973324,0.075991741,0.883768961,0.466387085,1.559430396,-0.63457057,-0.493547993,-0.891666148,-0.181088556,-0.701655505,-0.939501494,12,Pop/Rock
2799,Propagandhi,855952,-0.471085652,1.126471354,0.57517859,-0.013251584,0.954827767,0.466387085,-0.998561754,-1.143259189,-0.560878512,-0.077855628,-0.043736213,-1.025916826,0.017951371,12,Pop/Rock
2800,David Foster,861757,0.31683568,-1.339749266,-1.205747611,-0.10280789,-1.239780812,0.466387085,0.706766346,1.024516629,1.222570685,-0.878179158,-0.487421875,-0.372852541,0.169128139,12,Pop/Rock
2801,Brett Dennen,862761,0.155305636,0.220827626,1.047873023,0.941760684,0.612493392,0.466387085,-0.145897704,-0.257573895,-0.566664032,-0.834848629,-0.149681091,-0.252698211,0.937610044,12,Pop/Rock
2802,Renaissance,887619,-1.357651286,-0.389363341,-0.791307774,-0.486393356,-0.453229205,-2.143775435,-0.430119054,-0.11796434,-0.497761592,0.586593696,-0.476141731,2.098093784,-0.297000229,12,Pop/Rock
2803,Mick Jagger,892823,0.710179813,0.470766782,0.06919582,0.153732984,0.279450096,0.466387085,1.559430396,-0.442497213,-0.449395913,-0.658369972,0.01620338,0.342896369,0.345501036,12,Pop/Rock
2804,Gnarls Barkley,913130,0.739773103,1.078643492,0.499447619,0.225301524,1.386204968,0.466387085,1.275209046,-1.01817468,-0.525389378,0.637098152,-0.079346075,-0.85349576,0.597462316,12,R&B;
2805,4 Non Blondes,919239,-0.123364501,-0.071539475,-0.494209337,-0.12939397,-0.034452781,0.466387085,0.422544996,-0.540636513,-0.566667886,-0.594808963,-0.417308043,-0.079609842,0.635256508,12,Pop/Rock
2806,The United States of America,920101,-2.530285379,-0.083110732,-0.999359903,0.09265803,-0.743405939,0.466387085,0.990987696,0.128245876,0.751635523,0.045535959,0.541946556,-0.357179891,-1.178864711,12,Pop/Rock
2807,Tom Paxton,934721,0.416713031,-1.602185379,0.106645203,-1.106740978,-0.74436296,0.466387085,-0.998561754,1.759303772,-0.56535753,-0.230086401,-0.475699377,-0.727949225,-0.813520855,12,Folk
2808,Tonic,936095,-0.838535664,1.415752784,-0.377700148,-0.569046674,0.993507365,0.466387085,1.275209046,-1.111837997,-0.538582479,-0.024481595,-0.137958593,-0.133527902,0.534471996,12,Pop/Rock
2809,Bryan White,939565,-0.39956854,-0.739586723,-0.783817898,0.187135112,0.074368478,0.466387085,0.422544996,-0.044598667,-0.566669329,-0.701700501,-0.522368212,-0.26988275,0.232118459,12,Country
2810,Georges Delerue,944643,-2.021650717,-1.736257681,-1.420290965,-0.811007806,-1.057508194,0.466387085,0.990987696,1.587476626,1.401679239,-0.392360679,-0.253414185,-0.861848001,-1.594600823,12,Stage & Screen
2811,Captain Beyond,944933,-1.546308506,0.720705937,0.434535356,1.59243278,0.105352032,-2.143775435,0.990987696,-0.849128418,-0.454439882,1.395525942,0.085432491,-0.280025752,-1.355237607,12,Pop/Rock
2812,dc Talk,946560,0.170102281,1.192041813,0.362133216,-0.302238254,1.267534368,-2.143775435,-0.145897704,-0.928898042,-0.536465299,0.168066667,-0.417971581,0.549260237,0.068343627,12,Religious
2813,Go West,950441,0.586874446,1.067843654,1.403226057,0.909445297,0.452989898,0.466387085,-1.567004454,-0.647971959,-0.566654355,-1.139740621,-0.356926095,0.093396857,0.660452635,12,Pop/Rock
2814,The Blasters,1213943,0.020902785,0.409824825,1.536379415,2.029451218,-0.32474914,0.466387085,0.422544996,-0.874608574,-0.564914267,0.005505435,0.496825979,-1.0980652,-0.599353766,12,Pop/Rock
