V1,artist_name,artist_id,Zdanceability,Zenergy,Zvalence,Ztempo,Zloudness,Zmode,Zkey,Zacousticness,Zinstrumentalness,Zliveness,Zspeechiness,Zduration_ms,Zpopularity,count,genre,FAC1_1,FAC2_1,FAC3_1,FAC4_1,FAC5_1,FAC6_1
2637,Sweetwater,37787,-0.644946227,-0.324564301,-0.237056909,0.725994405,-0.252055423,0.466387085,0.990987696,0.026901773,-0.372790906,-0.531247944,-0.404922007,-0.279019817,-1.153668583,12,Unknown,-0.321765624,-0.025259722,0.101059398,-1.014015422,1.325004412,-0.02611238
2638,Andy Monta脙卤ez,37865,0.895137872,0.27636966,1.808511597,-1.186325333,0.345963053,0.466387085,0.422544996,0.656557835,-0.563787493,-1.046049101,-0.229084467,0.54848537,0.194324267,12,Latin,0.198381693,-1.477863428,-0.690556441,0.492798843,-0.083530395,-0.309487814
2639,Andrew W.K.,41283,-0.524106964,1.663377689,0.26476482,1.701663481,1.484419245,0.466387085,-0.998561754,-1.159785456,-0.566077199,0.168210148,-0.133756182,-0.832655996,0.899815852,12,Pop/Rock,1.615887413,0.500855707,0.369329892,-1.422087606,-0.601313258,0.630889472
2640,Sy Oliver,41702,0.271212689,-1.214393981,0.112886766,-0.518321866,-0.243143166,0.466387085,-0.145897704,1.696564254,-0.085733108,-0.325069221,-0.265689636,-0.984489278,-2.722127553,12,Unknown,-1.339568978,-1.343410665,0.788924481,-0.772180441,0.370773895,0.227811511
2641,Steve Vai,45475,-0.720162507,0.6605354,-1.076755294,0.052657199,0.404779967,0.466387085,0.990987696,-0.771407154,1.85513891,0.537524021,0.601886149,0.738284195,0.370697163,12,Pop/Rock,0.138474071,1.728190808,0.078359857,0.326447404,0.660631992,0.063152398
2642,Swing Out Sister,45972,0.710179813,0.023344834,1.19933497,0.405353084,-0.609502754,0.466387085,0.706766346,-0.421261863,-0.483667659,-0.302830043,-0.500471462,0.196502102,0.206922331,12,Unknown,0.280554452,-0.874327271,-0.406262421,-0.111979937,0.648498626,0.239061447
2643,Edwin Starr,46727,0.939527806,0.256312811,1.498097827,-0.490775104,-0.176849527,0.466387085,-1.282783104,-0.312287279,-0.37820521,0.131479628,0.367657275,-0.628935443,0.295108779,12,R&B;,0.416599077,-1.25875874,0.373964146,0.101847573,-1.319613109,0.410873049
2644,Syl Johnson,46784,1.092426471,-0.023711613,1.057859525,-1.242636003,0.171545982,0.466387085,0.990987696,-0.349535334,-0.52275957,-0.508578331,-0.203648844,-0.319838826,-0.284402166,12,R&B;,0.236838302,-1.340618158,-0.354635551,0.356325839,0.516913045,-0.75622951
2645,The Blue Nile,47033,0.752103642,-0.190337717,-0.056051559,-0.362261239,0.401111386,0.466387085,-0.430119054,0.627448958,0.005664814,-0.924953182,-0.555987461,1.162065252,0.219520395,12,Pop/Rock,-0.165802565,-0.292783259,-0.96094709,0.124992886,-0.843937832,-0.058459114
2646,The Marcels,48622,0.22928886,-0.599960223,1.568835547,0.118809415,-0.11081508,0.466387085,0.422544996,1.17430016,-0.56667007,-0.825522524,-0.431242338,-1.251062776,-0.536363446,12,Unknown,-0.284085498,-1.708196605,0.05052685,-0.888346692,0.759398142,-0.009379933
2647,Switch,48757,-0.092538163,-0.067682391,0.873109237,-2.349166313,0.046375615,0.466387085,1.559430396,1.013212209,-0.532771973,-0.296086553,0.017088088,1.140659774,-0.032440885,12,Unknown,-0.423554594,-0.623893123,-0.276194801,1.068232511,0.587744813,-1.573335253
2648,Betty Carter,48908,-0.757154119,-1.605116763,-0.177637222,-0.742543004,-1.013923864,0.466387085,-0.145897704,1.421866906,-0.495006155,1.153477578,-0.406691436,-0.216418854,-1.985140808,12,Vocal,-1.545880689,-0.450184474,1.295707678,-0.494829375,0.135293982,-0.341853979
2649,Beth Carvalho,53204,0.685518741,0.132114652,1.708646576,-0.339239674,-0.126087539,0.466387085,-0.145897704,0.142206833,-0.56667007,-0.600978536,0.379822141,-0.715782403,0.635256508,12,Latin,0.395548291,-1.423602527,-0.018619147,0.016586067,-0.286175715,-0.119694585
2650,Big Bad Voodoo Daddy,53221,0.690450959,0.810190325,0.889753405,-0.767651115,0.96978122,-2.143775435,-0.145897704,-0.591902048,-0.420467353,-0.266386486,-0.197455819,0.118836031,-0.17101959,12,Pop/Rock,0.748206371,-0.475251314,-0.704715144,1.327513144,0.037572129,0.538394822
2651,The Hives,74520,-0.665908145,1.625578252,0.635097602,0.736453218,1.389076031,0.466387085,0.990987696,-1.002594932,-0.548900658,0.595632847,0.246451026,-0.83896848,0.710844892,12,Pop/Rock,1.488912868,0.34289196,0.688704965,-0.673356682,0.985502901,-0.342945592
2652,Information Society,77578,1.389592421,0.219284788,0.883095739,-0.180575215,-0.577960939,0.466387085,-1.567004454,-0.988511887,-0.179357228,-0.468117371,-0.197898186,0.560391245,0.458883612,12,Pop/Rock,0.382105209,-0.819790869,-0.6351478,0.243210025,-1.749705114,0.816576239
2653,Bill Wyman,78802,0.529537447,0.326126066,1.051201859,0.10021307,0.236782911,0.466387085,-0.998561754,-0.589245508,-0.522421146,0.052566404,-0.23317628,0.147738207,-0.492270222,12,Unknown,0.428254488,-0.713867952,0.195819025,-0.290515687,-0.852822253,0.802557171
2654,Bobby Hutcherson,81231,-0.570963003,-1.157540534,-0.569440988,-0.361678743,-1.394937836,-2.143775435,0.138323646,1.711259999,1.881770797,-0.800126815,-0.355820203,1.111362197,-0.23400991,12,Jazz,-1.684630365,0.691283126,-1.326090521,1.254948706,0.562825906,0.984547311
2655,Kenny Lattimore,82149,1.034472948,-0.170280868,0.610963557,0.390538604,0.123136672,0.466387085,-0.430119054,-0.190312611,-0.561809872,-1.020222956,-0.219794937,0.58193616,0.395893291,12,R&B;,0.31667463,-0.776904396,-0.760370331,-0.063482984,-0.617857636,0.250211108
2656,Billy Joe Royal,85410,0.461102965,-0.296021865,1.227630061,-0.900164195,-0.235187929,0.466387085,-0.145897704,0.608514059,-0.566663304,0.45961515,0.053361502,-0.806908069,-0.775726663,12,Country,-0.24965361,-1.362611825,0.79633196,-0.048816257,-0.128912126,-0.19223847
2657,The Heptones,85448,2.001187065,-0.965611951,1.187684052,-0.081168668,-0.829936583,0.466387085,1.275209046,-0.398291288,0.510095088,-0.756796277,0.173240675,-0.474525574,-0.23400991,12,Reggae,-0.169300932,-1.662928654,-0.561952325,0.541530285,1.092630263,0.197992098
2658,Commissioned,94658,0.088720735,-0.721072712,-0.078937296,-0.57176788,-0.822280415,0.466387085,-0.714340404,0.139211163,0.118493581,-0.587348073,-0.331711655,0.556566704,-0.523765382,12,Religious,-0.725106442,-0.261317096,-0.41683193,-0.13183838,-0.800030917,0.148868011
2659,Imogen Heap,94792,0.221890538,-0.844499457,-0.506609248,-0.210847524,0.095103932,0.466387085,-1.282783104,1.159604418,-0.564708383,-0.665256944,-0.447167247,-0.252742034,0.622658443,12,Pop/Rock,-0.437230552,-0.452068212,-0.40705643,-0.634515547,-1.464603505,-0.719106361
2660,Book of Love,100496,0.80759106,0.692163501,0.330509289,0.534875449,0.569347697,0.466387085,-1.567004454,-1.079062477,1.467333624,-0.729391871,-0.438541255,-0.165422982,-0.561559574,12,Pop/Rock,0.420494366,-0.110582685,-0.605248553,-0.683054791,-1.149428352,1.888185447
2661,Jack DeJohnette,104388,-1.2639392,-1.424296587,-1.022828182,-0.263028569,-2.483190303,-2.143775435,0.990987696,1.108169317,2.278080358,-0.647178642,-0.440753052,2.679188971,-0.019842821,12,Jazz,-2.074775039,1.733674756,-1.753685589,1.76874902,1.180515516,1.039390583
2662,Kottonmouth Kings,104548,1.227445854,1.354039414,0.214416202,-0.622549202,1.415114977,-2.143775435,-1.282783104,-0.923828011,-0.566653199,1.859679161,1.230256526,0.217165578,0.194324267,12,Pop/Rock,1.267043748,0.141938037,0.982380812,2.225886817,-1.284455324,0.591410548
2663,Boots Randolph,106514,0.152839531,0.503166302,1.03206106,0.285081077,-0.060770858,0.466387085,0.422544996,0.896776709,3.190884123,-0.932127108,-0.391651249,-1.094332289,-1.695385335,12,Unknown,-0.697113236,-0.50900391,-0.274298743,-0.851365394,1.254847676,2.219024632
2664,Cherrelle,108124,1.652232865,-0.189952005,0.82858608,-0.611438342,-0.78609306,0.466387085,1.559430396,-0.623243544,0.128005708,1.081092627,-0.296101793,0.780432828,-0.473373126,12,R&B;,-0.020910526,-0.806928514,0.114562829,1.098664181,1.076844877,-0.023091042
2665,The Creation,110341,-1.085146407,0.874217947,-0.495041548,-0.651595664,0.848757944,0.466387085,1.559430396,-0.537606931,-0.565876286,-0.32062139,0.036330687,-0.811877982,-0.939501494,12,Pop/Rock,0.355127251,0.332757388,0.38594195,-0.720120539,1.42265926,-1.205037612
2666,James,112185,-0.185017192,1.023101458,-0.593242153,0.053335327,0.594868256,0.466387085,-1.567004454,-1.130927201,-0.54754334,0.287871286,-0.47768999,-0.340766236,1.088786812,12,Pop/Rock,0.909860214,0.569149486,-0.107241951,-0.789845545,-1.730098631,-0.305340579
2667,Jack Costanzo,123904,-0.155423903,1.067072235,1.194341719,0.478269188,-0.478630137,0.466387085,-0.145897704,0.643670799,2.265804971,-0.276573462,0.19049266,-0.833468711,-2.022935,12,Unknown,-0.493083596,-0.403388476,0.623735763,-0.714112628,0.802176502,2.434341903
2668,Cory Morrow,124825,0.41301387,0.737677112,0.463662652,-0.251604727,1.234716524,0.466387085,0.422544996,-0.584581873,-0.565232492,-0.485621755,-0.50290443,-0.035874621,-0.259206037,12,Unknown,0.765951918,-0.439670125,-0.325853414,-0.368031098,0.214682558,-0.265781463
2669,Lalah Hathaway,127696,0.419179136,-0.750386566,-0.440947996,-0.804652535,-0.151807477,-2.143775435,1.559430396,0.354599882,-0.56633007,-1.149640643,-0.394968938,0.616512401,-0.284402166,12,R&B;,-0.434988363,-0.234121791,-1.415979431,1.433623543,1.43654811,-0.75160456
2670,Eddie Hazel,140816,0.295873761,0.284083829,1.685344741,-0.133184531,-0.107625008,-2.143775435,0.990987696,-0.093998973,1.401531819,0.812715937,0.020848145,0.962472017,-0.309598294,12,R&B;,0.045990454,-0.001243654,-0.307946107,1.934976941,1.426778525,1.784914647
2671,Cut Copy,141893,0.849514889,1.052415308,0.257274944,0.059986194,1.158433978,-2.143775435,1.275209046,-1.046752246,0.901399575,1.243869085,-0.351838976,0.556405356,0.471481675,12,Pop/Rock,1.01495009,0.641936645,-0.498065937,1.745882631,1.330097593,0.731291253
2672,Faron Young,143951,0.225589699,-0.859156384,1.003765974,0.636916261,-0.256202513,0.466387085,-1.567004454,1.099125785,-0.56615387,-0.031799003,-0.479901788,-1.238561308,0.257314587,12,Country,-0.259286657,-1.245854243,0.345303262,-1.143469696,-1.092653873,0.389372969
2673,Duke Jordan,147245,0.110915702,-2.004479423,-0.767173729,-0.793872044,-2.353314583,0.466387085,-0.998561754,1.936783131,2.30662778,-0.893387891,-0.224660872,0.16757901,-2.463867241,12,Unknown,-2.736800201,-0.406171305,-0.197261512,-0.247864557,-0.485684463,1.293068074
2674,Earl Hooker,150062,-0.213377425,0.268655487,0.86145832,-0.293526923,0.180438302,0.466387085,0.990987696,0.960081449,1.356608171,0.363914932,-0.087972068,-0.56227688,-1.065482135,12,Blues,-0.419055242,-0.354006691,0.556270775,-0.255427651,1.248780556,0.597148817
2675,Bayside,151504,-0.977870733,0.755419709,-0.84456912,1.752070962,0.893060039,-2.143775435,1.559430396,-0.664561756,-0.549113407,0.026740259,0.583307088,-0.420045784,0.320304907,12,Pop/Rock,0.896311916,1.228359586,0.044501851,0.361273796,2.147039405,0.047956343
2676,BeBe & CeCe Winans,152973,0.382187525,0.05188727,0.315529536,-0.64419712,0.007815645,0.466387085,1.275209046,-0.436240218,-0.553648413,-0.405417233,-0.376389877,0.19047845,-0.196215717,12,Religious,0.158811924,-0.492091999,-0.401734835,0.084724629,0.855109975,-0.801426204
2677,Clint Eastwood,160428,-0.685637,-1.446590539,-1.0576145,-1.644322259,-0.850153651,0.466387085,1.275209046,1.701086023,0.079440431,-0.373421506,-0.463976878,-0.611432192,-1.632395015,12,Unknown,-1.740550089,-0.346256812,0.160015553,-0.402763378,1.083583554,-1.587513865
2678,Stacey Kent,160742,0.43027662,-1.392514199,-0.3144523,1.069744221,-1.044468784,0.466387085,1.275209046,1.763260319,-0.541590119,-0.716765752,-0.381698181,-0.111745946,1.214767453,12,Vocal,-0.703660826,-0.580397562,-0.597659531,-0.404500844,1.062169446,-1.070595438
2679,Chaka Demus & Pliers,161436,2.309450499,0.26826978,1.62084858,-0.856459744,0.01965878,-2.143775435,1.559430396,-0.844154473,-0.0369577,0.451149908,0.532878209,-0.01390343,0.717143924,12,Reggae,0.825902811,-1.272949218,-0.596606983,2.697140937,1.273889813,0.118305731
2680,Eagles of Death Metal,165652,0.007339189,1.729719567,1.114449702,2.015158376,1.458739182,0.466387085,-1.282783104,0.126425867,-0.471196793,0.453445568,0.419192047,-1.065945031,0.42108942,12,Pop/Rock,1.403028922,-0.274679337,1.115615884,-1.197999263,-0.610767372,1.328728754
2681,Hum,166658,-1.510549943,0.25708423,-1.627177998,-0.140591771,-0.82503185,0.466387085,-0.998561754,-1.162380861,1.432363033,-0.208708095,-0.369754499,0.79716619,-0.23400991,12,Pop/Rock,-0.52648208,1.89700719,-0.484275773,-0.679163625,-0.928562193,0.535737761
2682,Lush,169099,-0.764552441,0.951359663,-0.359890885,0.117722668,0.17397841,-2.143775435,0.990987696,-0.888146182,0.082997848,-0.752348447,-0.239037535,0.267706291,-0.17101959,12,Pop/Rock,0.410028087,0.885330843,-0.992478567,0.698730487,1.370468709,0.382162512
2683,Eddie Harris,169124,0.303272084,-0.909298497,0.028417601,0.99323752,-0.727016955,-2.143775435,1.275209046,0.860037353,-0.463128414,-0.482895668,-0.377053415,1.033672222,-1.166266647,12,Jazz,-0.695488839,-0.206185013,-0.637345281,1.041800002,1.894576466,0.878156194
2684,Franz Ferdinand,172582,-0.251602093,0.908931718,0.692519989,-0.333684245,0.802541806,0.466387085,0.422544996,-1.107952668,-0.565516105,0.394045435,-0.327509244,-0.234503754,1.290355837,12,Pop/Rock,1.112676088,0.081988974,-0.118416169,-0.223920779,-0.001296832,-0.771123575
2685,David Gates,179126,-0.340381962,-1.251807711,-0.440947996,-0.085706906,-1.408057,0.466387085,0.706766346,0.394295345,-0.136219576,-0.168390608,-0.505558581,0.232647998,0.080941691,12,Unknown,-0.916325679,-0.011626501,-0.329619778,-0.288930521,0.540830076,-0.716130939
2686,David Lanz,185440,-0.646179283,-1.83831617,-2.168363193,0.396885185,-1.701104795,0.466387085,-0.145897704,1.863304415,3.166618814,-0.245008171,-0.355156665,1.004677421,-0.397784742,12,New Age,-2.321783687,1.477228613,-0.637282272,-0.242025487,0.013474813,0.754359859
2687,Frank Butler,189848,0.001173923,-1.514860957,-0.187124399,-0.992598198,-1.919465079,0.466387085,-1.282783104,0.972516306,1.131887161,-0.346304054,-0.237046922,2.521900737,-2.08592532,12,Jazz,-2.067281623,0.072723342,-0.285173832,0.659271635,-1.251459087,1.423850699
2688,Celtic Frost,191063,-2.47603101,1.454323645,-1.466228875,1.633259533,0.516472289,0.466387085,1.559430396,-1.165074455,2.619222032,0.033483758,-0.115840659,0.061153188,-0.334794421,12,Pop/Rock,0.24545317,2.792805124,-0.026387734,-1.350278519,2.092768459,1.04777781
2689,Charles Tr脙漏net,197532,-0.490814514,-1.727772089,-0.164654769,-0.987912165,-1.476364372,0.466387085,-1.567004454,2.087697106,-0.388896721,0.41987158,-0.240143427,-0.68338137,0.597462316,12,Unknown,-1.454263026,-0.630725473,0.436942469,-0.440733144,-1.6634885,-0.993142272
2690,Max Richter,203592,-1.512399523,-2.232217192,-2.258741037,-0.355293041,-4.601795468,0.466387085,-1.567004454,1.824869396,3.325770684,-0.622930759,-0.280619238,-1.307729727,1.422635509,12,Classical,-3.021069869,1.184500425,-0.868388809,-1.000607764,-1.265920601,-0.085349395
2691,Jars of Clay,215058,0.17873366,0.429110256,0.288066655,-1.018601782,0.076402147,0.466387085,0.422544996,-0.757223503,-0.56661269,-0.459652137,-0.483440647,0.213447607,-0.158421525,12,Pop/Rock,0.280716281,-0.344172227,-0.47566181,-0.032550741,0.008183425,-0.654929954
2692,Deana Carter,227088,0.536319238,-0.288307692,-0.790475569,-0.576514773,0.903746773,0.466387085,-0.145897704,0.078902093,-0.566669256,-0.371125846,-0.567931143,-0.091085456,0.584864251,12,Country,0.194523889,-0.139453067,-0.560530088,-0.281895309,-0.677055937,-1.241891806
2693,Lonnie Liston Smith,228058,-0.008690504,-0.427857054,0.149920047,-1.144307506,-1.07995831,-2.143775435,-0.998561754,0.75716715,1.654286397,-0.319760519,-0.219794937,0.097460432,-0.54896151,12,Jazz,-1.092935081,0.022194144,-0.826834939,1.252284067,-0.479778692,1.270084748
2694,Sandi Patty,239655,-1.900194923,-0.561775074,-1.693005694,-0.227857222,0.431197733,0.466387085,0.706766346,0.782036871,-0.566604982,0.805972447,-0.40414787,0.41099312,-0.391485709,12,Religious,-0.620808139,1.360647552,0.651642562,-0.753110148,0.501066623,-1.474437095
2695,"Johnny ""Guitar"" Watson",242511,1.496868096,-0.246651166,0.242295191,-1.091483108,0.032299431,0.466387085,-0.714340404,-0.242312931,-0.559451999,-0.166812346,0.537744158,0.378617981,-0.586755702,12,Blues,-0.019443461,-0.998383072,0.143880684,0.763982629,-1.173716308,-0.224080491
2696,The Derek Trucks Band,244608,-0.115966178,-0.063053888,-1.103385964,-0.300899385,0.254049164,0.466387085,0.990987696,0.229476936,-0.155898798,-0.63053513,-0.10898411,1.160419902,0.509275867,12,Pop/Rock,-0.121841681,0.675989071,-0.702767643,0.215349447,0.321033723,-1.124414224
2697,Deuter,245489,-2.733739244,-2.339991882,-2.519139079,-1.832711313,-3.121164405,-2.143775435,0.422544996,2.105784173,3.19159781,-0.973735895,-0.395853647,2.943275521,1.063590685,12,Unknown,-3.223081509,2.894091006,-2.31911285,1.896593364,0.093922546,-0.349848771
2698,Devendra Banhart,246032,0.796493577,-0.744986645,0.754935627,-0.539791557,-0.21489111,0.466387085,-0.998561754,0.62366198,0.939513806,-0.550617553,-0.456456778,-0.015363529,0.912413916,12,Pop/Rock,-0.363026824,-0.752754121,-0.828212873,0.003899846,-1.206188181,0.276856538
2699,Sara Evans,248920,0.126945403,0.288712332,-0.624033864,0.692679213,0.843414577,0.466387085,0.706766346,-0.672197324,-0.554701448,-0.460943445,-0.472381687,0.261889802,0.962806172,12,Country,0.738991246,0.417896354,-0.667841554,-0.490945157,0.34897117,-0.763212329
2700,Wayne Wonder,254083,1.061600125,0.570279594,0.45284394,-0.800748956,1.057348638,0.466387085,-1.282783104,-0.997589336,-0.566513345,-0.255912546,0.449051252,-0.228077728,0.6730507,12,Reggae,0.947585042,-0.625960576,-0.089755738,0.256714573,-1.751934755,-0.319361419
2701,Savatage,255347,-1.680711357,0.91433164,-1.429611702,-0.25513447,0.340659562,0.466387085,-1.567004454,-0.540839993,-0.28600825,0.041662038,0.155546336,0.921860172,-0.687540214,12,Pop/Rock,-0.025936825,1.583029006,0.444908651,-0.691997452,-1.546185116,0.079068582
2702,Marilyn Monroe,266916,-0.202896466,-1.04121083,-0.478813482,-0.480351068,-0.290216634,0.466387085,0.422544996,1.534628472,-0.562510211,0.088364317,1.82058406,0.377343134,-2.287494344,12,Vocal,-1.191778152,-0.38879733,1.677075306,0.557172942,0.419676676,-0.351739743
2703,Jonny Lang,268700,0.885273445,0.451481351,0.922209537,-0.467718766,0.770960114,0.466387085,-1.567004454,-0.669670787,-0.54410372,-0.811031181,-0.328172782,0.15852162,-0.057637014,12,Pop/Rock,0.620352033,-0.895080299,-0.502960443,-0.24143543,-1.676512742,0.494417339
2704,S Club 7,272563,0.840883511,0.740762782,0.899739908,0.304207749,0.951557946,0.466387085,0.422544996,-0.324880399,-0.566668036,0.463202109,-0.446061355,-0.268657701,1.265159708,12,Pop/Rock,1.099183046,-0.53964549,-0.100499935,-0.117605255,0.090695656,-0.395044618
2705,Richard & Linda Thompson,288904,0.059127446,-1.017296896,-0.341082976,-0.594111312,-0.6857853,0.466387085,-1.567004454,0.380164825,-0.539393725,-0.706722257,-0.514405758,-0.342146657,-0.826118918,12,Pop/Rock,-0.816200588,-0.655857106,-0.172969166,-0.763815375,-1.438803189,-0.117631568
2706,Roy Hamilton,290040,-1.091311681,-1.331032253,0.061705943,-1.34537233,-1.46691379,0.466387085,1.275209046,1.594824495,-0.565501768,0.495915226,-0.152998781,-0.942521913,-1.204060839,12,R&B;,-1.503668562,-0.669432527,0.939426856,-0.382576966,1.24903886,-1.458002965
2707,R脙露yksopp,293969,1.060367076,0.696792004,0.10656198,-0.275469601,0.331767242,0.466387085,1.275209046,-0.98127819,1.242094478,-0.096364365,-0.300967729,0.468263629,0.055745563,12,Electronic,0.441833384,0.083709504,-0.690015285,0.469315862,0.872567051,0.233797315
2708,Linda Perhacs,296815,-0.607954615,-1.784779818,-1.145662158,-0.622244916,-1.900244907,0.466387085,0.422544996,2.042479433,1.658294455,-0.749048434,-0.476805269,-0.588777762,-0.687540214,12,Folk,-2.178808225,0.021704941,-0.425220651,-0.610964017,0.551949509,-0.418128705
2709,Saves the Day,305363,-1.117205809,1.519894099,-0.135527473,1.57434068,1.109147398,0.466387085,1.559430396,-1.124964122,-0.566656453,-0.08244694,0.654526826,-0.692813246,0.093539755,12,Pop/Rock,1.275035128,0.825023316,0.684196895,-0.974732936,1.775483983,-0.197333103
2710,Matt Redman,321944,-0.716463346,0.088143875,-1.593307114,0.848439898,0.544744283,0.466387085,1.559430396,-0.36359803,-0.522596066,1.340717129,-0.431463522,0.851106163,0.912413916,12,Religious,0.388548117,1.553316159,0.296083428,-0.222064376,1.078455601,-1.305961255
2711,Petula Clark,325401,-0.598090188,-0.184937796,-0.019850489,-0.288571375,0.17988004,0.466387085,-0.430119054,1.241561447,-0.56667007,0.52317616,-0.37594751,-0.743938596,0.547070059,12,Pop/Rock,-0.212180267,-0.191710637,0.508299323,-0.726368022,-0.498107784,-0.891345498
2712,Ralph Tresvant,330453,1.378494938,0.231627464,0.226483227,-0.463119674,-0.107385753,0.466387085,1.559430396,-0.43386629,-0.167322426,-0.478017393,0.358810099,0.977100886,0.433687483,12,R&B;,0.3314646,-0.452500646,-0.595432056,1.061618937,0.778972761,-0.669160324
2713,Randy Crawford,333573,0.118314025,-0.719529879,-0.177970107,-0.333623391,-0.363947126,-2.143775435,-0.998561754,0.89055928,-0.539498149,-0.293216975,-0.378822845,0.021368002,0.547070059,12,Unknown,-0.425289678,-0.20215669,-0.767666919,0.88049591,-0.716637537,0.013081972
2714,Ralph Burns,337015,-0.447657636,0.022573416,0.823592829,0.28326404,-0.487622146,0.466387085,1.275209046,1.554128592,1.467140929,1.437134737,0.736252571,1.40166478,-2.627642073,12,Unknown,-1.115214087,0.205342512,1.690071239,0.644081294,1.714420546,1.727689881
2715,Pinback,343455,1.882813907,0.011773577,1.147738044,-0.068979758,0.055267935,0.466387085,0.422544996,0.51157868,1.730346004,-0.18130368,-0.365109733,-0.081653581,0.433687483,12,Pop/Rock,0.004089583,-1.029896406,-0.68877737,0.464211029,0.258977494,0.877064014
2716,Hayley Williams,364537,0.866777639,0.528623068,-0.797965446,-0.896625762,1.067317607,0.466387085,0.422544996,-0.381611617,-0.564834371,-0.587635028,0.153998076,-0.109258002,1.706091949,12,Unknown,0.815772107,0.009913496,-0.758456907,0.354052513,-0.578512896,-1.873909061
2717,Professor Longhair,369270,0.319301784,0.165285591,1.661210691,0.827044102,0.200416115,0.466387085,-1.567004454,0.515252614,-0.365458644,0.135783985,-0.430357617,-0.5633605,-0.54896151,12,Blues,0.205279609,-1.152771133,0.549860426,-0.952716255,-0.917459936,1.445899222
2718,Metric,380651,-0.083906784,1.245269596,-0.329432053,1.016711166,0.971456007,-2.143775435,0.990987696,-1.1519056,-0.521354609,-0.294938718,-0.247442344,0.001143749,0.937610044,12,Pop/Rock,1.271435399,0.795393755,-0.911183291,0.643853112,1.261311479,0.140704081
2719,Matthew Sweet,387530,-0.781815191,0.511651889,1.03289327,0.973597902,0.460965073,0.466387085,0.138323646,-1.143847472,-0.565962271,-0.594665481,-0.476362914,0.039867227,0.043147499,12,Pop/Rock,0.777792254,-0.004544266,-0.260017131,-1.036287397,0.436927433,0.588846108
2720,Restless Heart,393789,0.992549119,-0.616931397,-0.240385745,-0.155067186,-0.499525094,0.466387085,0.990987696,-0.157190667,-0.566654697,-0.707009212,-0.55753572,-0.116182016,0.307706843,12,Country,-0.099338274,-0.695012411,-0.782637472,-0.082267874,0.576866528,-0.972861605
2721,Ray J,405142,0.332248849,0.527851649,0.659647755,-0.025853453,0.872404337,0.466387085,-0.145897704,-0.613917399,-0.56667007,0.979438054,2.538532052,-0.016077642,1.120281973,12,R&B;,1.039191755,-0.01305998,1.536872725,1.142834252,-0.676999417,-0.498311966
2722,The Microphones,405732,-0.848400092,-0.788957422,-1.754256237,-0.135184136,-0.908292675,0.466387085,-1.567004454,1.192952449,0.803891579,-0.092346962,-0.115398305,0.13395492,0.383295228,12,Pop/Rock,-1.173137796,0.969922375,-0.071448748,-0.63097413,-1.587598521,-0.278286783
2723,Melissa Manchester,407986,-0.767018546,-0.623874151,-0.952756228,-0.13673166,-0.241767448,0.466387085,1.275209046,0.831776306,-0.260392933,0.166631878,-0.340337648,-0.059291968,0.118735883,12,Pop/Rock,-0.568391093,0.436140714,0.092873223,-0.432856666,0.996705095,-1.349104434
2724,Melanie,409670,-0.129529774,-0.860699217,0.278080153,-1.17002419,0.212019994,0.466387085,0.422544996,1.242691888,-0.566348483,-0.394512858,-0.327288074,-0.012652486,0.143932011,12,Pop/Rock,-0.535764601,-0.685079488,-0.198419586,-0.055424622,-0.031275473,-1.290188234
2725,The Expendables,413853,0.459869909,0.063458528,0.025088771,0.874452178,0.637894324,-2.143775435,0.422544996,-0.975460938,-0.293982371,-0.70614834,-0.314680854,0.009390415,0.73604102,12,Pop/Rock,0.778998093,0.150224385,-1.233769722,0.752454768,0.760963358,0.45539866
2726,Meshuggah,453041,-1.282435006,1.808404116,-1.63699806,-0.091975241,1.069351276,-2.143775435,-1.282783104,-1.164404397,1.387393712,-0.16265147,0.445291208,1.145996204,0.572266188,12,Pop/Rock,0.642867183,2.544331948,-0.788084105,1.012044844,-1.054168503,1.049491571
2727,Noro Morales,459027,0.614001623,-0.920098336,1.303361036,0.605235534,-1.11341417,0.466387085,0.422544996,1.525867549,3.322202258,-0.764113685,0.040533098,-1.062749946,-2.992985929,12,Unknown,-1.675251113,-1.211649069,0.303649768,-0.611407621,1.609019344,2.874576457
2728,Belanova,460553,1.292181175,0.236255967,0.122457166,0.494144327,0.860999837,0.466387085,1.559430396,-1.077963745,-0.506626996,0.044101171,-0.486315983,-0.536909416,1.05099262,12,Latin,1.087254582,-0.476286148,-0.516726505,-0.102166614,1.094125227,-0.93132523
2729,Olga Ta脙卤脙鲁n,466442,1.163943589,0.664392484,0.980048032,0.426288102,0.627945293,0.466387085,0.706766346,-0.115533889,-0.566582715,-0.620635107,-0.307603108,1.349943838,0.458883612,12,Latin,0.73852621,-0.58341694,-0.723947826,0.410956192,0.295538221,0.244702335
2730,Of Montreal,467444,1.189837718,-0.038368536,0.492789948,0.190638773,0.622781368,0.466387085,-0.145897704,0.108689236,-0.323117042,0.55761102,-0.347415381,0.397527548,0.509275867,12,Pop/Rock,0.437949769,-0.562314006,0.005056429,0.200214395,-0.441563836,-0.006516295
2731,Mighty Sparrow,477523,0.687984846,-0.906212827,1.270072695,-0.660533041,-0.51910415,0.466387085,-0.145897704,2.141393088,-0.290616515,1.504569668,0.66425871,0.387035956,-1.519012439,12,International,-1.024807824,-1.311586353,1.744199104,0.770109,-0.092359722,0.384700902
